Age,Monthly_Income,Investment_Experience,Risk_Tolerance,Investment_Horizon,Financial_Goal,Loss_Reaction,Risk_Profile
23,5000,14,5,152,wealth,buy-more,Aggressive
44,20000,28,3,222,wealth,hold,Aggressive
31,150000,23,5,121,retirement,panic-sell,Aggressive
52,20000,17,5,168,wealth,hold,Aggressive
39,35000,3,2,106,retirement,hold,Moderate
57,50000,3,5,303,education,panic-sell,Moderate
46,75000,5,1,192,emergency,panic-sell,Conservative
32,200000,26,5,345,wealth,panic-sell,Aggressive
23,50000,8,1,101,retirement,panic-sell,Conservative
42,10000,16,2,271,wealth,panic-sell,Conservative
25,5000,12,2,323,wealth,buy-more,Aggressive
29,150000,20,5,149,retirement,buy-more,Aggressive
26,10000,28,3,113,retirement,buy-more,Aggressive
62,100000,2,3,340,retirement,hold,Moderate
29,20000,3,1,202,emergency,panic-sell,Conservative
50,75000,20,5,311,emergency,buy-more,Aggressive
36,5000,2,1,27,retirement,panic-sell,Conservative
24,200000,18,3,318,emergency,hold,Aggressive
23,50000,8,1,101,retirement,panic-sell,Conservative
29,20000,3,1,202,emergency,panic-sell,Conservative
58,50000,7,5,256,wealth,hold,Aggressive
58,150000,12,5,6,education,buy-more,Aggressive
60,75000,3,1,137,education,panic-sell,Conservative
57,5000,16,1,254,emergency,panic-sell,Conservative
55,200000,10,3,65,retirement,buy-more,Conservative
48,5000,28,1,263,wealth,panic-sell,Moderate
41,50000,24,5,156,education,buy-more,Aggressive
55,10000,26,5,242,education,buy-more,Conservative
54,150000,13,5,272,retirement,buy-more,Aggressive
51,75000,11,4,23,education,buy-more,Aggressive
22,200000,10,1,89,education,panic-sell,Moderate
64,75000,22,3,238,emergency,panic-sell,Conservative
23,35000,3,2,353,education,panic-sell,Moderate
64,75000,22,3,238,emergency,panic-sell,Conservative
61,75000,8,1,351,education,buy-more,Conservative
27,75000,9,1,112,emergency,panic-sell,Moderate
39,50000,7,5,340,retirement,hold,Aggressive
24,100000,25,1,27,wealth,panic-sell,Moderate
60,150000,28,2,37,wealth,buy-more,Aggressive
58,150000,12,5,6,education,buy-more,Aggressive
35,200000,22,5,84,wealth,buy-more,Aggressive
42,150000,4,4,82,emergency,hold,Conservative
44,50000,2,2,169,emergency,hold,Moderate
64,50000,8,2,118,emergency,buy-more,Moderate
23,5000,14,5,152,wealth,buy-more,Aggressive
24,50000,26,2,107,emergency,hold,Moderate
49,100000,26,2,342,education,panic-sell,Moderate
46,75000,13,1,132,wealth,buy-more,Moderate
36,5000,11,5,82,emergency,hold,Conservative
49,35000,9,1,153,retirement,buy-more,Moderate
49,150000,15,4,195,retirement,panic-sell,Conservative
34,200000,1,1,284,retirement,hold,Moderate
49,20000,2,2,235,education,panic-sell,Conservative
48,5000,13,4,186,retirement,panic-sell,Aggressive
28,100000,27,3,66,wealth,buy-more,Aggressive
28,150000,23,5,50,wealth,hold,Aggressive
48,150000,0,1,278,emergency,panic-sell,Conservative
40,35000,11,4,147,emergency,buy-more,Aggressive
63,200000,27,3,340,education,panic-sell,Moderate
40,100000,9,1,207,retirement,panic-sell,Moderate
38,100000,16,4,200,emergency,hold,Aggressive
24,75000,2,5,266,wealth,buy-more,Aggressive
46,200000,10,2,172,education,hold,Moderate
43,75000,23,1,13,emergency,panic-sell,Conservative
58,75000,11,1,178,retirement,buy-more,Moderate
22,200000,6,3,281,emergency,panic-sell,Moderate
59,50000,9,1,193,emergency,panic-sell,Conservative
43,150000,25,4,250,wealth,panic-sell,Aggressive
26,35000,26,5,276,retirement,hold,Conservative
25,20000,15,1,101,wealth,panic-sell,Moderate
36,5000,2,1,27,retirement,panic-sell,Conservative
26,100000,8,3,91,retirement,hold,Aggressive
29,100000,7,5,356,wealth,panic-sell,Aggressive
56,150000,0,2,243,wealth,panic-sell,Moderate
46,75000,5,1,192,emergency,panic-sell,Conservative
60,150000,20,4,95,wealth,panic-sell,Moderate
64,75000,22,3,238,emergency,panic-sell,Conservative
29,100000,11,3,128,emergency,hold,Aggressive
50,50000,18,4,17,retirement,panic-sell,Moderate
30,50000,27,4,241,education,buy-more,Aggressive
41,10000,28,5,75,retirement,buy-more,Aggressive
40,200000,14,2,258,wealth,hold,Conservative
23,200000,29,5,216,wealth,panic-sell,Aggressive
57,50000,9,3,276,retirement,buy-more,Conservative
52,10000,16,1,16,emergency,panic-sell,Conservative
24,10000,5,4,197,emergency,panic-sell,Moderate
47,10000,24,2,178,wealth,panic-sell,Moderate
59,50000,9,1,193,emergency,panic-sell,Conservative
34,35000,13,5,35,wealth,panic-sell,Moderate
36,5000,11,5,82,emergency,hold,Conservative
59,20000,1,5,285,retirement,hold,Moderate
35,10000,27,3,76,emergency,panic-sell,Moderate
31,75000,15,5,293,retirement,panic-sell,Aggressive
50,100000,4,5,142,emergency,panic-sell,Moderate
35,150000,7,4,95,retirement,hold,Conservative
64,75000,22,3,238,emergency,panic-sell,Conservative
46,20000,11,3,187,education,hold,Moderate
63,5000,2,2,233,retirement,hold,Moderate
38,75000,12,1,21,wealth,buy-more,Moderate
45,150000,6,5,144,retirement,buy-more,Conservative
61,20000,8,3,171,education,hold,Moderate
49,150000,15,4,195,retirement,panic-sell,Conservative
61,35000,25,4,249,emergency,hold,Conservative
61,200000,12,5,350,education,hold,Aggressive
49,20000,2,2,235,education,panic-sell,Conservative
44,20000,11,2,21,retirement,panic-sell,Moderate
31,100000,8,1,299,education,panic-sell,Moderate
32,100000,28,5,108,emergency,panic-sell,Moderate
49,35000,28,1,249,education,panic-sell,Conservative
55,10000,26,5,242,education,buy-more,Conservative
54,20000,19,5,106,retirement,panic-sell,Moderate
59,10000,9,3,176,retirement,buy-more,Conservative
59,50000,9,1,193,emergency,panic-sell,Conservative
30,5000,2,1,98,education,panic-sell,Conservative
57,5000,16,1,254,emergency,panic-sell,Conservative
36,5000,2,1,27,retirement,panic-sell,Conservative
46,75000,5,1,192,emergency,panic-sell,Conservative
42,50000,20,2,137,retirement,buy-more,Aggressive
35,150000,7,4,95,retirement,hold,Conservative
49,35000,28,1,249,education,panic-sell,Conservative
55,100000,26,1,193,education,buy-more,Conservative
49,150000,15,4,195,retirement,panic-sell,Conservative
61,75000,8,1,351,education,buy-more,Conservative
57,50000,9,3,276,retirement,buy-more,Conservative
43,50000,26,3,143,wealth,hold,Aggressive
32,35000,21,5,186,emergency,panic-sell,Conservative
50,75000,10,3,19,education,hold,Moderate
48,20000,13,3,34,emergency,panic-sell,Conservative
60,75000,3,1,137,education,panic-sell,Conservative
57,5000,16,1,254,emergency,panic-sell,Conservative
56,10000,14,5,332,wealth,panic-sell,Moderate
38,35000,17,3,230,education,buy-more,Conservative
39,75000,28,2,104,education,panic-sell,Conservative
23,200000,6,4,356,emergency,buy-more,Aggressive
29,10000,22,3,342,retirement,hold,Aggressive
22,100000,21,2,174,wealth,panic-sell,Aggressive
60,75000,3,1,137,education,panic-sell,Conservative
56,10000,27,4,189,wealth,buy-more,Aggressive
49,20000,2,2,235,education,panic-sell,Conservative
53,20000,27,3,302,wealth,buy-more,Aggressive
54,35000,19,1,256,emergency,panic-sell,Moderate
22,35000,12,1,200,emergency,hold,Moderate
56,50000,3,5,215,education,buy-more,Moderate
43,35000,6,3,278,emergency,hold,Moderate
58,10000,26,4,32,education,buy-more,Moderate
49,5000,15,5,57,emergency,panic-sell,Conservative
38,75000,12,1,193,retirement,buy-more,Moderate
63,50000,24,5,113,education,panic-sell,Moderate
61,75000,8,1,351,education,buy-more,Conservative
40,50000,5,5,94,retirement,buy-more,Aggressive
44,5000,4,1,116,emergency,panic-sell,Conservative
42,10000,26,3,292,education,panic-sell,Moderate
30,200000,2,2,184,emergency,panic-sell,Moderate
33,75000,0,5,293,education,buy-more,Aggressive
25,20000,4,3,251,emergency,panic-sell,Moderate
22,35000,12,3,237,retirement,hold,Aggressive
45,150000,6,5,144,retirement,buy-more,Conservative
44,200000,15,2,336,retirement,buy-more,Aggressive
36,200000,28,2,185,education,buy-more,Aggressive
27,35000,22,2,274,wealth,panic-sell,Moderate
32,35000,21,5,186,emergency,panic-sell,Conservative
45,50000,0,5,38,wealth,hold,Moderate
41,5000,29,4,168,retirement,panic-sell,Moderate
59,150000,12,2,100,wealth,buy-more,Aggressive
59,10000,29,3,251,emergency,hold,Moderate
47,35000,29,5,209,retirement,panic-sell,Moderate
26,35000,2,3,355,retirement,buy-more,Aggressive
50,10000,17,4,227,retirement,panic-sell,Conservative
27,150000,2,4,315,education,buy-more,Aggressive
32,35000,21,5,186,emergency,panic-sell,Conservative
64,10000,1,3,270,education,panic-sell,Moderate
59,10000,9,3,176,retirement,buy-more,Conservative
60,75000,3,1,137,education,panic-sell,Conservative
59,10000,9,3,176,retirement,buy-more,Conservative
49,20000,2,2,235,education,panic-sell,Conservative
41,10000,18,3,265,wealth,hold,Aggressive
38,35000,17,3,230,education,buy-more,Conservative
42,10000,16,2,271,wealth,panic-sell,Conservative
51,150000,18,4,164,emergency,buy-more,Aggressive
29,150000,23,4,40,retirement,hold,Aggressive
29,100000,21,3,71,wealth,panic-sell,Aggressive
27,75000,19,5,70,wealth,hold,Aggressive
23,200000,29,5,216,wealth,panic-sell,Aggressive
32,20000,20,2,224,emergency,panic-sell,Moderate
35,150000,7,4,95,retirement,hold,Conservative
53,5000,1,1,103,retirement,panic-sell,Conservative
49,200000,29,3,229,retirement,hold,Aggressive
32,20000,17,5,342,wealth,buy-more,Aggressive
29,10000,4,3,135,education,panic-sell,Moderate
63,50000,22,2,338,wealth,buy-more,Aggressive
63,10000,25,1,185,wealth,hold,Moderate
40,100000,17,1,116,education,panic-sell,Moderate
54,10000,1,4,326,retirement,buy-more,Moderate
28,10000,26,4,208,wealth,hold,Aggressive
26,35000,2,3,355,retirement,buy-more,Aggressive
32,50000,18,5,81,emergency,buy-more,Aggressive
24,20000,7,1,30,education,panic-sell,Conservative
45,10000,5,1,206,education,panic-sell,Conservative
55,100000,26,1,193,education,buy-more,Conservative
24,5000,18,4,189,emergency,buy-more,Aggressive
23,50000,8,1,101,retirement,panic-sell,Conservative
57,50000,9,3,276,retirement,buy-more,Conservative
39,75000,28,2,104,education,panic-sell,Conservative
30,200000,25,3,274,wealth,hold,Aggressive
44,200000,15,2,336,retirement,buy-more,Aggressive
24,20000,8,3,47,wealth,panic-sell,Moderate
46,200000,28,1,149,emergency,buy-more,Moderate
49,150000,12,3,343,wealth,panic-sell,Moderate
47,200000,24,1,274,education,panic-sell,Moderate
57,5000,16,1,254,emergency,panic-sell,Conservative
33,5000,22,2,186,emergency,panic-sell,Moderate
40,50000,6,3,6,emergency,buy-more,Moderate
43,10000,4,1,42,emergency,panic-sell,Conservative
35,150000,7,4,95,retirement,hold,Conservative
37,50000,26,2,289,wealth,hold,Aggressive
64,200000,28,2,180,retirement,hold,Moderate
49,20000,6,4,176,education,panic-sell,Moderate
50,5000,7,1,318,retirement,buy-more,Moderate
36,35000,21,5,222,wealth,buy-more,Aggressive
37,200000,2,1,70,emergency,panic-sell,Conservative
47,20000,8,2,74,wealth,buy-more,Moderate
61,75000,8,1,351,education,buy-more,Conservative
44,200000,15,2,336,retirement,buy-more,Aggressive
30,100000,6,2,275,retirement,hold,Moderate
45,150000,16,5,288,wealth,hold,Aggressive
51,200000,20,1,146,emergency,hold,Moderate
52,10000,28,3,50,retirement,panic-sell,Moderate
46,5000,18,2,117,emergency,panic-sell,Conservative
55,200000,10,3,65,retirement,buy-more,Conservative
33,5000,22,1,156,education,hold,Conservative
58,150000,5,2,34,education,hold,Moderate
38,35000,17,3,230,education,buy-more,Conservative
57,5000,16,1,254,emergency,panic-sell,Conservative
58,10000,21,5,223,education,buy-more,Aggressive
35,20000,14,3,223,retirement,buy-more,Aggressive
42,50000,25,1,187,emergency,hold,Moderate
39,5000,2,2,196,emergency,panic-sell,Conservative
57,50000,9,3,276,retirement,buy-more,Conservative
37,200000,2,1,70,emergency,panic-sell,Conservative
33,5000,22,1,156,education,hold,Conservative
49,20000,2,2,235,education,panic-sell,Conservative
56,200000,28,4,217,retirement,panic-sell,Moderate
36,200000,20,2,164,emergency,hold,Moderate
22,100000,21,2,174,wealth,panic-sell,Aggressive
48,100000,24,1,78,education,hold,Moderate
22,5000,12,4,289,wealth,panic-sell,Aggressive
45,200000,9,1,342,retirement,panic-sell,Moderate
55,10000,26,5,242,education,buy-more,Conservative
33,5000,22,1,156,education,hold,Conservative
53,10000,8,2,313,wealth,buy-more,Moderate
30,100000,0,5,135,wealth,hold,Aggressive
62,50000,4,1,320,emergency,panic-sell,Conservative
36,5000,11,5,82,emergency,hold,Conservative
49,35000,28,1,249,education,panic-sell,Conservative
45,10000,27,1,27,emergency,panic-sell,Conservative
59,5000,5,4,339,emergency,buy-more,Moderate
30,200000,25,3,274,wealth,hold,Aggressive
22,150000,14,4,357,education,panic-sell,Aggressive
50,200000,8,4,308,education,hold,Moderate
22,35000,11,4,327,education,buy-more,Aggressive
48,20000,13,3,34,emergency,panic-sell,Conservative
28,20000,18,4,321,wealth,hold,Aggressive
58,150000,16,4,243,education,panic-sell,Moderate
28,5000,10,5,192,retirement,hold,Aggressive
24,200000,25,4,337,emergency,buy-more,Aggressive
60,75000,3,1,137,education,panic-sell,Conservative
39,5000,2,2,196,emergency,panic-sell,Conservative
41,75000,24,5,296,education,buy-more,Aggressive
64,75000,0,5,24,retirement,panic-sell,Moderate
43,75000,23,1,13,emergency,panic-sell,Conservative
49,20000,2,2,235,education,panic-sell,Conservative
46,5000,18,2,117,emergency,panic-sell,Conservative
50,200000,29,4,48,retirement,hold,Aggressive
31,200000,12,1,275,wealth,hold,Aggressive
63,75000,15,1,358,wealth,hold,Moderate
22,200000,13,4,129,retirement,panic-sell,Aggressive
52,100000,29,1,214,retirement,panic-sell,Moderate
48,200000,26,3,187,wealth,hold,Aggressive
42,20000,8,2,45,retirement,panic-sell,Moderate
61,35000,25,4,249,emergency,hold,Conservative
57,200000,4,5,338,education,hold,Aggressive
35,50000,13,3,127,retirement,panic-sell,Moderate
54,50000,19,4,349,wealth,buy-more,Aggressive
29,150000,15,1,258,education,buy-more,Aggressive
64,75000,22,3,238,emergency,panic-sell,Conservative
52,10000,16,1,16,emergency,panic-sell,Conservative
57,10000,10,3,284,emergency,hold,Moderate
45,20000,4,1,219,education,hold,Moderate
63,75000,5,1,347,retirement,panic-sell,Moderate
60,150000,13,5,103,emergency,panic-sell,Moderate
54,75000,11,1,283,education,buy-more,Moderate
26,10000,28,3,265,education,hold,Moderate
61,35000,25,4,249,emergency,hold,Conservative
55,100000,26,1,193,education,buy-more,Conservative
34,50000,11,5,290,wealth,hold,Aggressive
36,20000,5,4,213,education,panic-sell,Moderate
48,75000,8,4,226,education,panic-sell,Moderate
37,35000,11,2,196,wealth,panic-sell,Moderate
28,150000,8,3,123,retirement,buy-more,Aggressive
55,35000,28,3,115,retirement,panic-sell,Moderate
38,35000,17,3,230,education,buy-more,Conservative
49,5000,15,5,57,emergency,panic-sell,Conservative
39,5000,2,2,196,emergency,panic-sell,Conservative
31,200000,4,4,153,wealth,buy-more,Aggressive
49,5000,15,5,57,emergency,panic-sell,Conservative
36,5000,2,1,27,retirement,panic-sell,Conservative
37,200000,2,1,70,emergency,panic-sell,Conservative
44,35000,24,4,199,education,panic-sell,Moderate
58,75000,28,1,216,wealth,hold,Moderate
40,150000,16,2,169,retirement,buy-more,Aggressive
28,100000,5,2,169,retirement,buy-more,Aggressive
56,5000,21,4,9,education,hold,Moderate
45,50000,10,4,69,education,panic-sell,Moderate
54,75000,12,5,123,wealth,buy-more,Aggressive
39,5000,2,2,196,emergency,panic-sell,Conservative
41,75000,12,5,353,retirement,buy-more,Aggressive
64,75000,25,3,172,wealth,buy-more,Aggressive
57,50000,9,3,276,retirement,buy-more,Conservative
31,5000,29,3,23,wealth,buy-more,Moderate
50,35000,26,5,160,retirement,buy-more,Aggressive
42,5000,4,3,342,wealth,hold,Moderate
42,150000,4,4,82,emergency,hold,Conservative
55,100000,26,1,193,education,buy-more,Conservative
44,10000,19,1,123,emergency,buy-more,Moderate
60,150000,7,4,216,education,buy-more,Aggressive
47,100000,4,5,276,emergency,buy-more,Aggressive
60,5000,21,5,330,emergency,hold,Moderate
47,150000,1,4,167,education,panic-sell,Moderate
59,20000,11,3,16,wealth,buy-more,Moderate
44,75000,10,1,100,emergency,panic-sell,Conservative
53,20000,29,3,243,wealth,panic-sell,Moderate
48,20000,13,3,34,emergency,panic-sell,Conservative
26,150000,21,3,185,education,buy-more,Aggressive
61,10000,18,1,57,wealth,panic-sell,Moderate
24,200000,25,5,280,wealth,hold,Aggressive
55,200000,10,3,65,retirement,buy-more,Conservative
23,50000,8,1,101,retirement,panic-sell,Conservative
57,200000,12,2,197,wealth,panic-sell,Moderate
39,100000,25,5,17,education,panic-sell,Moderate
55,10000,26,5,242,education,buy-more,Conservative
55,200000,10,3,65,retirement,buy-more,Conservative
26,35000,26,5,276,retirement,hold,Conservative
40,200000,14,2,258,wealth,hold,Conservative
58,35000,24,3,252,wealth,hold,Aggressive
52,50000,4,5,251,wealth,hold,Aggressive
23,200000,12,4,56,retirement,hold,Aggressive
22,10000,13,1,14,emergency,panic-sell,Conservative
42,5000,19,3,167,emergency,hold,Moderate
39,5000,0,5,140,emergency,buy-more,Moderate
26,75000,13,2,226,education,panic-sell,Moderate
22,10000,13,1,14,emergency,panic-sell,Conservative
39,5000,2,2,196,emergency,panic-sell,Conservative
58,20000,5,1,8,education,panic-sell,Conservative
33,75000,29,4,293,education,panic-sell,Moderate
26,20000,28,3,358,education,buy-more,Aggressive
24,200000,12,4,71,wealth,panic-sell,Aggressive
61,75000,20,1,15,wealth,buy-more,Moderate
55,100000,22,5,274,retirement,hold,Aggressive
35,20000,13,1,280,retirement,buy-more,Moderate
61,75000,8,1,351,education,buy-more,Conservative
28,35000,7,4,184,education,hold,Aggressive
52,75000,19,1,81,wealth,hold,Moderate
45,10000,5,1,206,education,panic-sell,Conservative
33,75000,24,3,201,wealth,hold,Aggressive
32,10000,12,4,51,wealth,buy-more,Aggressive
53,100000,4,1,242,retirement,buy-more,Moderate
42,35000,14,2,48,retirement,buy-more,Moderate
28,150000,16,1,198,education,buy-more,Aggressive
54,50000,19,4,349,wealth,buy-more,Aggressive
45,5000,15,3,119,wealth,hold,Moderate
25,200000,25,5,169,retirement,panic-sell,Aggressive
45,10000,27,1,27,emergency,panic-sell,Conservative
61,75000,8,1,351,education,buy-more,Conservative
55,100000,26,1,193,education,buy-more,Conservative
56,10000,27,4,189,wealth,buy-more,Aggressive
62,10000,3,3,253,wealth,hold,Moderate
36,5000,2,1,27,retirement,panic-sell,Conservative
29,20000,3,1,202,emergency,panic-sell,Conservative
55,200000,10,3,65,retirement,buy-more,Conservative
32,200000,2,3,279,wealth,buy-more,Aggressive
49,20000,2,2,235,education,panic-sell,Conservative
36,50000,15,4,31,emergency,buy-more,Moderate
27,100000,5,4,109,emergency,buy-more,Aggressive
39,75000,28,2,104,education,panic-sell,Conservative
31,200000,21,3,264,education,hold,Aggressive
29,5000,20,4,241,emergency,buy-more,Aggressive
64,75000,22,3,238,emergency,panic-sell,Conservative
44,75000,13,2,263,wealth,hold,Aggressive
49,150000,15,4,195,retirement,panic-sell,Conservative
29,10000,22,3,342,retirement,hold,Aggressive
47,100000,4,5,310,retirement,hold,Aggressive
55,20000,1,3,10,education,hold,Moderate
59,50000,9,1,193,emergency,panic-sell,Conservative
54,150000,13,5,272,retirement,buy-more,Aggressive
46,10000,5,4,292,education,hold,Moderate
48,35000,8,5,229,education,buy-more,Moderate
36,5000,2,1,27,retirement,panic-sell,Conservative
30,100000,0,5,135,wealth,hold,Aggressive
55,100000,2,4,151,wealth,hold,Aggressive
23,50000,21,4,205,wealth,hold,Aggressive
58,50000,12,3,346,wealth,hold,Aggressive
54,35000,2,3,272,education,panic-sell,Moderate
35,35000,19,2,106,wealth,hold,Moderate
36,5000,11,5,82,emergency,hold,Conservative
53,75000,8,1,192,education,panic-sell,Moderate
40,100000,4,4,45,retirement,hold,Aggressive
29,50000,20,4,293,wealth,buy-more,Aggressive
47,35000,27,1,59,emergency,hold,Moderate
63,200000,6,3,172,retirement,panic-sell,Moderate
48,150000,0,1,278,emergency,panic-sell,Conservative
28,50000,2,5,58,wealth,panic-sell,Moderate
48,20000,13,3,34,emergency,panic-sell,Conservative
44,150000,18,4,7,wealth,hold,Aggressive
56,5000,15,4,148,wealth,panic-sell,Moderate
59,10000,10,3,345,education,hold,Moderate
63,20000,27,2,186,retirement,buy-more,Moderate
37,75000,18,3,213,retirement,panic-sell,Moderate
53,200000,9,2,123,retirement,buy-more,Moderate
49,35000,28,1,249,education,panic-sell,Conservative
27,150000,24,5,49,wealth,buy-more,Aggressive
64,150000,23,1,330,retirement,hold,Moderate
43,50000,16,2,107,wealth,hold,Moderate
32,35000,21,5,186,emergency,panic-sell,Conservative
58,20000,5,1,8,education,panic-sell,Conservative
44,75000,10,1,100,emergency,panic-sell,Conservative
60,5000,25,2,168,retirement,panic-sell,Moderate
40,150000,1,1,338,education,hold,Moderate
32,50000,14,2,200,retirement,hold,Moderate
54,20000,13,4,230,education,panic-sell,Moderate
44,75000,10,1,100,emergency,panic-sell,Conservative
45,150000,6,5,144,retirement,buy-more,Conservative
51,75000,11,4,23,education,buy-more,Aggressive
56,5000,11,3,17,emergency,hold,Moderate
45,10000,5,1,206,education,panic-sell,Conservative
42,5000,5,4,283,education,panic-sell,Moderate
38,75000,27,5,185,emergency,hold,Aggressive
44,5000,4,1,116,emergency,panic-sell,Conservative
22,100000,28,1,213,wealth,buy-more,Aggressive
62,75000,13,3,354,emergency,buy-more,Moderate
46,75000,5,1,192,emergency,panic-sell,Conservative
39,150000,11,5,11,wealth,hold,Aggressive
55,100000,26,1,193,education,buy-more,Conservative
56,10000,13,4,224,wealth,hold,Aggressive
46,100000,7,3,149,education,hold,Moderate
42,150000,4,4,82,emergency,hold,Conservative
29,20000,3,1,202,emergency,panic-sell,Conservative
35,100000,29,5,350,education,buy-more,Aggressive
62,150000,16,4,193,retirement,hold,Aggressive
35,35000,0,5,63,education,panic-sell,Moderate
36,5000,2,1,27,retirement,panic-sell,Conservative
37,50000,25,5,258,education,buy-more,Aggressive
55,100000,6,5,217,education,hold,Aggressive
43,150000,25,4,250,wealth,panic-sell,Aggressive
27,75000,14,3,205,emergency,hold,Moderate
23,50000,2,4,95,retirement,buy-more,Aggressive
44,75000,10,1,100,emergency,panic-sell,Conservative
61,50000,24,4,18,education,buy-more,Moderate
30,10000,9,3,165,retirement,panic-sell,Moderate
30,100000,28,1,206,emergency,buy-more,Moderate
26,10000,2,3,191,emergency,buy-more,Moderate
62,35000,27,4,115,wealth,hold,Aggressive
57,50000,9,3,231,emergency,panic-sell,Moderate
26,75000,18,2,297,education,panic-sell,Moderate
29,50000,25,5,320,retirement,hold,Aggressive
28,100000,27,3,66,wealth,buy-more,Aggressive
55,10000,26,5,242,education,buy-more,Conservative
55,200000,10,3,65,retirement,buy-more,Conservative
37,200000,2,1,70,emergency,panic-sell,Conservative
50,75000,20,5,311,emergency,buy-more,Aggressive
58,200000,19,4,33,wealth,buy-more,Aggressive
44,5000,5,4,336,wealth,panic-sell,Moderate
58,10000,20,3,353,wealth,hold,Moderate
57,50000,14,3,77,education,hold,Moderate
60,35000,6,4,142,retirement,hold,Moderate
36,50000,23,4,255,emergency,hold,Moderate
42,50000,20,2,137,retirement,buy-more,Aggressive
48,20000,13,3,34,emergency,panic-sell,Conservative
32,35000,22,5,204,education,buy-more,Aggressive
63,5000,28,3,13,wealth,hold,Moderate
57,75000,15,3,195,emergency,hold,Moderate
23,200000,13,3,124,wealth,buy-more,Aggressive
36,100000,18,4,273,retirement,buy-more,Aggressive
45,10000,5,1,206,education,panic-sell,Conservative
60,200000,9,3,197,education,panic-sell,Moderate
53,150000,26,2,181,retirement,hold,Moderate
54,35000,29,4,312,wealth,buy-more,Aggressive
25,100000,19,1,328,wealth,hold,Moderate
25,100000,20,2,247,retirement,buy-more,Aggressive
51,35000,2,1,245,wealth,panic-sell,Moderate
37,35000,12,2,111,wealth,buy-more,Aggressive
48,150000,0,1,278,emergency,panic-sell,Conservative
60,20000,17,2,269,wealth,hold,Moderate
43,150000,26,4,316,education,hold,Aggressive
44,100000,10,4,59,wealth,hold,Aggressive
38,20000,22,5,341,wealth,buy-more,Aggressive
40,200000,14,2,258,wealth,hold,Conservative
40,200000,14,2,258,wealth,hold,Conservative
29,100000,4,1,234,emergency,buy-more,Moderate
58,35000,22,3,98,emergency,hold,Moderate
39,20000,0,2,313,retirement,buy-more,Moderate
27,35000,16,3,35,retirement,buy-more,Aggressive
49,5000,15,5,57,emergency,panic-sell,Conservative
43,10000,4,1,42,emergency,panic-sell,Conservative
61,150000,10,5,309,emergency,buy-more,Aggressive
30,5000,2,1,98,education,panic-sell,Conservative
58,50000,12,3,346,wealth,hold,Aggressive
61,35000,25,4,249,emergency,hold,Conservative
45,10000,5,1,206,education,panic-sell,Conservative
60,75000,3,1,137,education,panic-sell,Conservative
61,35000,25,1,49,education,buy-more,Moderate
57,5000,26,1,260,wealth,buy-more,Moderate
34,5000,24,1,293,wealth,buy-more,Moderate
44,150000,7,3,276,education,panic-sell,Moderate
46,75000,5,1,192,emergency,panic-sell,Conservative
56,150000,21,5,118,wealth,hold,Aggressive
41,35000,12,3,333,retirement,buy-more,Aggressive
53,5000,1,1,103,retirement,panic-sell,Conservative
35,200000,9,1,176,wealth,panic-sell,Moderate
26,75000,24,1,111,emergency,buy-more,Moderate
56,75000,14,1,286,retirement,panic-sell,Moderate
30,50000,17,1,188,education,buy-more,Moderate
39,75000,28,2,104,education,panic-sell,Conservative
43,100000,20,5,130,education,hold,Aggressive
45,150000,6,5,144,retirement,buy-more,Conservative
54,20000,4,2,284,wealth,buy-more,Moderate
46,5000,18,2,117,emergency,panic-sell,Conservative
58,200000,24,4,351,education,panic-sell,Moderate
53,5000,1,1,103,retirement,panic-sell,Conservative
49,20000,2,2,235,education,panic-sell,Conservative
45,150000,6,5,144,retirement,buy-more,Conservative
56,10000,27,4,189,wealth,buy-more,Aggressive
58,150000,27,2,20,retirement,hold,Moderate
52,10000,16,1,16,emergency,panic-sell,Conservative
43,75000,23,1,13,emergency,panic-sell,Conservative
60,50000,9,1,111,wealth,hold,Moderate
26,35000,26,5,276,retirement,hold,Conservative
38,20000,15,3,271,retirement,panic-sell,Moderate
28,50000,23,5,193,retirement,hold,Aggressive
22,5000,26,5,251,emergency,hold,Conservative
46,200000,19,4,18,education,panic-sell,Moderate
30,150000,22,4,116,wealth,panic-sell,Aggressive
33,5000,22,1,156,education,hold,Conservative
27,35000,14,2,303,education,hold,Moderate
59,10000,9,3,176,retirement,buy-more,Conservative
36,5000,2,1,27,retirement,panic-sell,Conservative
26,150000,25,4,256,retirement,buy-more,Aggressive
30,20000,21,4,280,retirement,buy-more,Aggressive
53,35000,11,3,348,education,buy-more,Moderate
49,20000,2,2,235,education,panic-sell,Conservative
35,150000,7,4,95,retirement,hold,Conservative
57,5000,16,1,254,emergency,panic-sell,Conservative
43,10000,8,4,267,retirement,panic-sell,Moderate
31,5000,3,3,166,wealth,hold,Moderate
53,5000,18,4,199,wealth,buy-more,Aggressive
51,10000,5,5,150,education,buy-more,Moderate
46,75000,5,1,192,emergency,panic-sell,Conservative
59,10000,9,3,176,retirement,buy-more,Conservative
55,150000,16,1,194,education,buy-more,Moderate
57,200000,8,4,22,education,buy-more,Aggressive
52,10000,16,1,16,emergency,panic-sell,Conservative
31,100000,14,1,288,emergency,buy-more,Moderate
39,75000,28,2,104,education,panic-sell,Conservative
43,10000,4,5,202,retirement,hold,Aggressive
39,150000,11,5,11,wealth,hold,Aggressive
55,75000,12,2,37,wealth,panic-sell,Moderate
